Id,Sentiment,Text Tweet,Preprocessed,synthetic
96,0,Buried ini film budget termurah dengan tingkat depresi tertinggi,buried film budget murah depresi tinggi,True
180,1,"Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.",nonton critical eleven senang kategori film indonesia wajib tonton,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
62,0,"@askmenfess Film yang bikin emosional, bener-bener nyedot emosi.",film emosional bener bener nyedot emosi,True
186,1,"Film The guys nya keren abiss bang @radityadika . Lucu dapet, romance nya dapet, dan sedih nya juga dapet.",film keren abiss lucu dapet romance dapet sedih dapet,True
52,0,Sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku. Biasanya malah kecewa :(,gamau berekspektasi film angkat buku kecewa,True
12,0,awal bulan ini nonton dua film Indonesia di bioskop: kartini dan critical eleven. penggambaran kartini dan ale juga anya terlalu lemah. :( ,nonton film indonesia bioskop kartini critical eleven gambar kartini ale anya lemah,True
39,0,karena ga respect kelakuan si dian sastro ...film itu jadi hambar.... ga bermutu...!!! ,ga respect laku dian sastro film hambar ga mutu,True
130,1,"Papa mama aku juga ikut nonton , mereka termasuk critical sm Film Indonesia,mereka blg film ini Bagus sekali :) terimakasi @Hanungbramantyo",papa mama nonton critical film indonesia blg film bagus terimakasi,True
131,1,"Sumpah film danur bagus banget. yg ini nihh baru dapat film yang kenyataan bener,..seru bikin ngageting #DanurMovie",sumpah film danur bagus nihh film nyata bener seru ngageting danurmovie,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
101,1,"Keren bang flm lo @radityadika persahabatan, keluarga dan cinta kentel banget. Tokoh pemain pas semua keren bang",keren flm sahabat keluarga cinta kentel tokoh main keren,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
184,1,ga sabar nunggu Bluray nya. pasti banyak special feature yang keren. lebih lucu kalo ada bloopernya,ga sabar nunggu bluray special feature keren lucu bloopernya,True
81,0,Flm apa ini :) arah dan tujuannya nggak jelas.. Nyesel download ! Sabar... Ini ujian ! — menonton Hangout Film,flm arah tuju nyesel download sabar uji tonton hangout film,True
187,1,"41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika",41 vlog nunggu 22 rilis nonton kece cerita tebak film,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
2,0,Film king Arthur ini film paling jelek dari seluruh cerita King Arthur ,film king arthur film jelek cerita king arthur,True
130,1,"Papa mama aku juga ikut nonton , mereka termasuk critical sm Film Indonesia,mereka blg film ini Bagus sekali :) terimakasi @Hanungbramantyo",papa mama nonton critical film indonesia blg film bagus terimakasi,True
54,0,"Sama, ane juga kecewa ma nih film, padahal udah lama nungguin",kecewa film nungguin,True
87,0,Aduh! Film bagian ini jijk parah,aduh film jijk parah,True
129,1,Dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget @cinema21 @sorayafilms #21TheGuysQuiz,sampe kagum film raditya dkk kocak 21theguysquiz,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
126,1,Tp rasa bangga-nya pasti akan berkali2 lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris.,bangga berkali2 lipat film perdana ledak pasar catat film laris,True
130,1,"Papa mama aku juga ikut nonton , mereka termasuk critical sm Film Indonesia,mereka blg film ini Bagus sekali :) terimakasi @Hanungbramantyo",papa mama nonton critical film indonesia blg film bagus terimakasi,True
53,0,Ya sudah tidur saja kecewa film nya bukan yang diharepin hufy,tidur kecewa film diharepin hufy,True
172,1,Tadi abis nonton @GetOutMovie. Gokil sih premisnya. Keren lah itu film.,nonton gokil premis keren film,True
160,1,"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ",minta buka warganet indonesia tonton film ziarah baik,True
198,1,@filmziarah film yang tenang dan menghanyutkan. Salut dengan Mbah Ponco yg bisa membawakan karakter Mbah Sri dengan sangat baik. #FilmZiarah,film tenang hanyut salut mbah ponco bawa karakter mbah sri filmziarah,True
160,1,"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ",minta buka warganet indonesia tonton film ziarah baik,True
68,0,Naruto adalah film paling bodoh ke-8 haha #faktanya #quote,naruto film bodoh 8 fakta quote,True
183,1,Lebih suka film yang bentar tapi menarik #DhikeFact,suka film bentar tarik dhikefact,True
184,1,ga sabar nunggu Bluray nya. pasti banyak special feature yang keren. lebih lucu kalo ada bloopernya,ga sabar nunggu bluray special feature keren lucu bloopernya,True
123,1,Film Ziarah sangat layak ditonton. Pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah Sri - peran umur 95 thn.,film ziarah layak tonton ken peluk sutradara sukses arah per mbah sri peran umur 95 thn,True
145,1,Bahagia telah dipertemukan dengan film keren ini ,bahagia temu film keren,True
38,0,Dibalik novel yang diangkat jadi film. Terus jadinya kurang. Sesungguhny ada campur tangan produser yang sok tau dengan embel2 lebih menjual,balik novel angkat film sesungguhny campur tangan produser sok tau embel2 jual,True
24,0,"Dgn durasi film yg tll panjang, alur yg datar, akhirnya stlh #CriticalEleven selesai sy keluar dgn pertanyaan: ini masalahnya apa sih?",durasi film alur datar stlh criticaleleven selesai,True
69,0,Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe,gw ekspektasinya film kuat narasi gw jadiin motivasi kalimat inspiratifnya hehehe,True
116,1,"Bertambah lagi film Indonesia yang bakal jadi favorite. Ya, #CriticalEleven setelah baca buku & nonton. Gak kecewa. Sama2 Bagus @ikanatassa",tambah film indonesia favorite criticaleleven baca buku nonton gak kecewa sama2 bagus,True
98,0,"Gila, film Britney Ever After jelek banget parah! Nyesel nonton walau gak sampe abis.",gila film britney ever after jelek parah nyesel nonton gak sampe,True
198,1,@filmziarah film yang tenang dan menghanyutkan. Salut dengan Mbah Ponco yg bisa membawakan karakter Mbah Sri dengan sangat baik. #FilmZiarah,film tenang hanyut salut mbah ponco bawa karakter mbah sri filmziarah,True
139,1,"Film sejarah, jarang sekali di negara ini. Jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya @Hanungbramantyo Kartini",film sejarah jarang negara baca sejarah enggan tonton film kartini,True
144,1,Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,barusan kelar nntn film lokal tonton hasil nang speechless liat akting,True
97,0,"lalu setelah film berakhir, mikir ''ngapain nonton film yang isinya anak sma semua..'' terus agak nyesel :(",film mikir ngapain nonton film isi anak sma nyesel,True
124,1,Dan akhirnya setelah nunggu setahun mulai juga ni film #KantiniDHijabers,nunggu tahun ni film kantinidhijabers,True
187,1,"41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika",41 vlog nunggu 22 rilis nonton kece cerita tebak film,True
70,0,Film e hambar,film e hambar,True
93,0,Ternyata ending film kamar 207 jelekk,ending film kamar 207 jelekk,True
3,0,@beexkuanlin Sepanjang film gwa berkata kasar terus pada bapaknya,film kasar bapak,True
148,1,"#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures",filmkartini inspirasi juang junjung nilai benar dominasi kuasa kaku budaya,True
187,1,"41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika",41 vlog nunggu 22 rilis nonton kece cerita tebak film,True
164,1,"Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS",film danur kes sosok asih expresi datar penasaran,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
90,0,Ancur bgt itu film. Jelekk,ancur film jelekk,True
195,1,Menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini,turut danur bagus bangga film horor karya bangsa,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
148,1,"#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures",filmkartini inspirasi juang junjung nilai benar dominasi kuasa kaku budaya,True
96,0,Buried ini film budget termurah dengan tingkat depresi tertinggi,buried film budget murah depresi tinggi,True
199,1,Film yg amat menarik. Kisah cinta & kesetiaan yg disajikan secara tidak biasa. Bikin kgn nenek. Recomended movie @filmziarah #meiberziarah,film tarik kisah cinta setia saji kgn nenek recomended movie meiberziarah,True
52,0,Sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku. Biasanya malah kecewa :(,gamau berekspektasi film angkat buku kecewa,True
161,1,"Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm",terngiang2 film critical eleven tuhan betapa ajar tonton hemmmm,True
168,1,nih film komedi lucu bangt bahasa jawa https://t.co/46I52na21l https://t.co/TopkrZd0DZ,film komedi lucu bangt bahasa jawa,True
128,1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",film indonesia baik tonton ziarah putar bioskop 18 mei 2017 catat hape tonton pertama,True
39,0,karena ga respect kelakuan si dian sastro ...film itu jadi hambar.... ga bermutu...!!! ,ga respect laku dian sastro film hambar ga mutu,True
82,0,Hari ini nonton film terasa; hambarr,nonton film hambarr,True
104,1,Abis nonton film #kartini. Bagussss bgt! Dr awal sampe akhir haruuuu,nonton film kartini bagussss sampe haruuuu,True
129,1,Dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget @cinema21 @sorayafilms #21TheGuysQuiz,sampe kagum film raditya dkk kocak 21theguysquiz,True
11,0,"film jelek, jelas. Ga ada isinya. ",film jelek ga isi,True
185,1,"Film The Guys wajib ditonton bagi kamu yang sayang orang tua, sahabat yang baik, creatif dan cinta kebebasan. Kereen bgt kak @radityadika",film wajib tonton sayang tua sahabat creatif cinta bebas kereen kak,True
178,1,ASTAGAH! FILM FAVORIT KELUAR LAGI LANJUTANNYA. ,astagah film favorit lanjut,True
151,1,Berikut 5 film horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di http://bit.ly/belidanur,5 film horor indonesia dapat 10 dapat tiket,True
159,1,"Males2an diajak liat The Guys, karena masih ngerasa duit terbang percuma pasca nonton Hangout. Eh ini beda ternyata tjoy, film ini keren.",males2an ajak liat ngerasa duit terbang pasca nonton hangout beda film keren,True
42,0,"1. Insidious (2010) Meski creepy dan bagian awalnya bikin tegang, bagian akhir film ini justru terasa agak datar. Hal tersebut berpengaruh+",1 insidious 2010 creepy tegang film datar pengaruh,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
7,0,"Kecewa dgn salah satu aktornya yg ternyata pendukung penista agama. Ah, saya harus bersabar utk tak menonton film ini.",kecewa aktor dukung nista agama sabar tonton film,True
144,1,Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,barusan kelar nntn film lokal tonton hasil nang speechless liat akting,True
90,0,Ancur bgt itu film. Jelekk,ancur film jelekk,True
112,1,Saya suka video @YouTube http://youtu.be/JxTmtJ0Fc2U?a  TRAILER FILM THE GUYS (di bioskop 13 April 2017),suka video trailer film bioskop 13 april 2017,True
60,0,Itu film makin aneh ajaa ?,film aneh,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
2,0,Film king Arthur ini film paling jelek dari seluruh cerita King Arthur ,film king arthur film jelek cerita king arthur,True
129,1,Dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget @cinema21 @sorayafilms #21TheGuysQuiz,sampe kagum film raditya dkk kocak 21theguysquiz,True
48,0,"Aku takut kecewa nonton film Danur, takut ga sesuai ekspetasi ketika di buku. Mikir panjang, serius.",takut kecewa nonton film danur takut ga ekspetasi buku mikir serius,True
140,1,"Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo",kerja film kartini sungguh2 main produksi selamat,True
197,1,637.000 waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu 4 hari @prillybie @danurmovie,637 000 waw keren flm horor dng tonton gin dlm 4,True
37,0,"#FactRica ~ kurang suka sama film-film romantis, karena endingnya pasti jadian",factrica suka film film romantis endingnya jadi,True
160,1,"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ",minta buka warganet indonesia tonton film ziarah baik,True
9,0,Banyak yg kecewa abis nonton film ini :(,kecewa nonton film,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
48,0,"Aku takut kecewa nonton film Danur, takut ga sesuai ekspetasi ketika di buku. Mikir panjang, serius.",takut kecewa nonton film danur takut ga ekspetasi buku mikir serius,True
131,1,"Sumpah film danur bagus banget. yg ini nihh baru dapat film yang kenyataan bener,..seru bikin ngageting #DanurMovie",sumpah film danur bagus nihh film nyata bener seru ngageting danurmovie,True
148,1,"#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures",filmkartini inspirasi juang junjung nilai benar dominasi kuasa kaku budaya,True
152,1,Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,trust me getout tipe film nyaman nikmat gak tau film baca beda,True
54,0,"Sama, ane juga kecewa ma nih film, padahal udah lama nungguin",kecewa film nungguin,True
120,1,"Cek tread ini aja, Film gak terkenal yang ternyata asik di tonton - https://kask.us/hezsL  banyak nemu film bagus disini.",cek tread film gak kenal asik tonton nemu film bagus,True
161,1,"Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm",terngiang2 film critical eleven tuhan betapa ajar tonton hemmmm,True
152,1,Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,trust me getout tipe film nyaman nikmat gak tau film baca beda,True
116,1,"Bertambah lagi film Indonesia yang bakal jadi favorite. Ya, #CriticalEleven setelah baca buku & nonton. Gak kecewa. Sama2 Bagus @ikanatassa",tambah film indonesia favorite criticaleleven baca buku nonton gak kecewa sama2 bagus,True
75,0,Kadang lebih gampang nilai film jelek ketimbang nilai film bagus. Mbuh.,kadang gampang nilai film jelek ketimbang nilai film bagus,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
200,1,"Nntn @filmziarah , film bagus, ada kali 5 menit penonton gak beranjak tetep ngliatin layar pdhl film dah selesai, msh spicles sm endingnya",nntn film bagus 5 menit tonton gak anjak tetep ngliatin layar film selesai msh spicles endingnya,True
164,1,"Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS",film danur kes sosok asih expresi datar penasaran,True
166,1,Film-film tersebut juga cocok lho ditonton bareng anak Anda. Yuk mulai nonton lagi film berkualitas dari Indonesia #BTInd,film film cocok tonton bareng anak yuk nonton film kualitas indonesia btind,True
104,1,Abis nonton film #kartini. Bagussss bgt! Dr awal sampe akhir haruuuu,nonton film kartini bagussss sampe haruuuu,True
84,0,Kecewa banyak deh pkoknya.. Setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg g bs dingertiin #KaulahTakdirkuMembelamu,kecewa pkoknya mslh jam tayang ngertiin klu film cut g dingertiin kaulahtakdirkumembelamu,True
112,1,Saya suka video @YouTube http://youtu.be/JxTmtJ0Fc2U?a  TRAILER FILM THE GUYS (di bioskop 13 April 2017),suka video trailer film bioskop 13 april 2017,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
153,1,Nonton film #getout berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi,nonton film getout berbudget minim hasil sungguh tk jenius smp mkir brulang,True
93,0,Ternyata ending film kamar 207 jelekk,ending film kamar 207 jelekk,True
146,1,Film Kartini bagus bangettt!!!! Wajib ditonton!,film kartini bagus wajib tonton,True
128,1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",film indonesia baik tonton ziarah putar bioskop 18 mei 2017 catat hape tonton pertama,True
110,1,"film divergent seru-_- ah kenapa udh selesai sih-,-",film divergent seru selesai,True
82,0,Hari ini nonton film terasa; hambarr,nonton film hambarr,True
194,1,harusnya memang begini... Film kartini memang harus di tonton generasi muda http://fb.me/6tQqDGGLJ ,film kartini tonton generasi muda,True
54,0,"Sama, ane juga kecewa ma nih film, padahal udah lama nungguin",kecewa film nungguin,True
163,1,#filmkartini @Hanungbramantyo sangat layak utk diapresiasi tinggi. Tak ada gading yg tak retak. Tp cuma retak samar. Film ini BAGUS!,filmkartini layak apresiasi gading retak retak samar film bagus,True
189,1,Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo,kartini pemamarannya sederhana film enak nikmat,True
169,1,Awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp #CriticalEleven malah bikin speechless.,sempet khawatir liat film adaptasi novel takut gak ekspektasi criticaleleven speechless,True
161,1,"Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm",terngiang2 film critical eleven tuhan betapa ajar tonton hemmmm,True
68,0,Naruto adalah film paling bodoh ke-8 haha #faktanya #quote,naruto film bodoh 8 fakta quote,True
33,0,The mummy film yg terasa mulai aneh sejak pertengahan filmnya #mummy,mummy film aneh tengah film mummy,True
142,1,"thanks for today @andibowooo :-* film #TheBossBaby bagus banget dapet feel nya dari lucu, ketawa , amazing pokonya ",thanks for today film thebossbaby bagus dapet feel lucu ketawa amazing poko,True
21,0,"Film King Arthur itu tidak jelek namun juga tidak bagus. Biasa saja, cenderung mudah dilupakan.",film king arthur jelek bagus cenderung mudah lupa,True
48,0,"Aku takut kecewa nonton film Danur, takut ga sesuai ekspetasi ketika di buku. Mikir panjang, serius.",takut kecewa nonton film danur takut ga ekspetasi buku mikir serius,True
148,1,"#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures",filmkartini inspirasi juang junjung nilai benar dominasi kuasa kaku budaya,True
128,1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",film indonesia baik tonton ziarah putar bioskop 18 mei 2017 catat hape tonton pertama,True
136,1,Nangis itu gegara nonton film kartini (1982) yang epic banget.,nang gegara nonton film kartini 1982 epic,True
135,1,Kalo belom nonton Kartini harus banget sih nonton! Sama film korea judulnya Obsessed tp 18+++ huehe (),bom nonton kartini nonton film korea judul obsessed 18 huehe,True
195,1,Menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini,turut danur bagus bangga film horor karya bangsa,True
145,1,Bahagia telah dipertemukan dengan film keren ini ,bahagia temu film keren,True
128,1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",film indonesia baik tonton ziarah putar bioskop 18 mei 2017 catat hape tonton pertama,True
33,0,The mummy film yg terasa mulai aneh sejak pertengahan filmnya #mummy,mummy film aneh tengah film mummy,True
176,1,"Film yang keren, pemainnya menggembirakan meski banyak penonton menangis. #kartini",film keren main gembira tonton menang kartini,True
187,1,"41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika",41 vlog nunggu 22 rilis nonton kece cerita tebak film,True
115,1,#DANUR film horor Indonesia terlaris sepanjang masa dengan 2.690.000 penonton sejak tayang 30 Maret 2017. #ManojPunjabi #DanurMovie,danur film horor indonesia laris 2 690 000 tonton tayang 30 maret 2017 manojpunjabi danurmovie,True
119,1,"Kalo lagi nyari film comedy, ini recomended nih... Lucu parah! Asli! ",nyari film comedy recomended lucu parah asli,True
22,0,"Jelek ah jelek Pantas film Dimension tidak pernah dirilis, akting kamu begini ternyata /ga ",jelek jelek film dimension rilis akting ga,True
158,1,"Ini film keren, banyak falsafah hidup. Salut",film keren falsafah salut,True
38,0,Dibalik novel yang diangkat jadi film. Terus jadinya kurang. Sesungguhny ada campur tangan produser yang sok tau dengan embel2 lebih menjual,balik novel angkat film sesungguhny campur tangan produser sok tau embel2 jual,True
109,1,"pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh",pokok nonton film kartini asli keren nonton bioskop bikin susah,True
51,0,"Awalnya agak ragu mau nonton, karena kebanyakan kecewa waktu nonton film dari adaptasi novel",ragu nonton banyak kecewa nonton film adaptasi novel,True
182,1,@unaazizah @yanskii Film keren,film keren,True
8,0,Kecewa parah sama film the guys. Dear @radityadika sorry to say this.,kecewa parah film dear sorry say this,True
27,0,Baru keingat film yang cukup beda dengan buku sampai bikin kecewa teman yang ngajak nonton: Black Bulter,ingat film beda buku kecewa ngajak nonton black bulter,True
27,0,Baru keingat film yang cukup beda dengan buku sampai bikin kecewa teman yang ngajak nonton: Black Bulter,ingat film beda buku kecewa ngajak nonton black bulter,True
21,0,"Film King Arthur itu tidak jelek namun juga tidak bagus. Biasa saja, cenderung mudah dilupakan.",film king arthur jelek bagus cenderung mudah lupa,True
30,0,Bahas soal film yang diangkat dari novel rasanya kalo di bikin film kurang puas aja gitu,bahas film angkat novel film puas,True
97,0,"lalu setelah film berakhir, mikir ''ngapain nonton film yang isinya anak sma semua..'' terus agak nyesel :(",film mikir ngapain nonton film isi anak sma nyesel,True
28,0,ogah nonton lagi saya. Kecewa ama itu film ,nonton kecewa film,True
111,1,"Tentang Get Out. kalo masih ada, cepetan nonton. mending nonton ini dulu daripada Fast Furious 8 http://tz.ucweb.com/4_OaOo ",get out cepetan nonton mending nonton fast furious 8,True
192,1,Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ,film kartini niat lihat film keren scene2 titik air mata filmkartini kartini,True
197,1,637.000 waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu 4 hari @prillybie @danurmovie,637 000 waw keren flm horor dng tonton gin dlm 4,True
61,0,"Agak aneh film terbaru Conan, baru kali ini gk spektakuler. Tp openingnya hancurin gedung sih",aneh film baru conan gk spektakuler openingnya hancurin,True
48,0,"Aku takut kecewa nonton film Danur, takut ga sesuai ekspetasi ketika di buku. Mikir panjang, serius.",takut kecewa nonton film danur takut ga ekspetasi buku mikir serius,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
4,0,Ane ga suka fast and furious..menurutku kok jelek ya tu film,ga suka fast and furious turut jelek film,True
35,0,Film norak!!!! ,film norak,True
192,1,Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ,film kartini niat lihat film keren scene2 titik air mata filmkartini kartini,True
49,0,Nonton alien : covenant di @cinema21 mall @MciMall kaya nonton bajakan parah ada yg di SKIP mati mati jelek parah!!!! Film bagus jadi jelek ,nonton alien covenant mall kaya nonton baja parah skip mati mati jelek parah film bagus jelek,True
17,0,Yang udah nonton film Alien kok pada kecewa ya. Jadi ragu buat nonton.,nonton film alien kecewa ragu nonton,True
172,1,Tadi abis nonton @GetOutMovie. Gokil sih premisnya. Keren lah itu film.,nonton gokil premis keren film,True
158,1,"Ini film keren, banyak falsafah hidup. Salut",film keren falsafah salut,True
46,0,jadi gue nonton The Mummy ini karena seseorang bilang film nya bagus. tapi kemudian setelah keluar dari bioskop merasa menyesal...,nonton mummy bilang film bagus bioskop sesal,True
117,1,nah ini. coba nonton filmnya deh. asik parah ,coba nonton film asik parah,True
6,0,tolong editingnya yg bagus ya. Saya sering kecewa dgn film indonesia. Ditunggu filmnya!!,editingnya bagus kecewa film indonesia tunggu film,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
124,1,Dan akhirnya setelah nunggu setahun mulai juga ni film #KantiniDHijabers,nunggu tahun ni film kantinidhijabers,True
37,0,"#FactRica ~ kurang suka sama film-film romantis, karena endingnya pasti jadian",factrica suka film film romantis endingnya jadi,True
24,0,"Dgn durasi film yg tll panjang, alur yg datar, akhirnya stlh #CriticalEleven selesai sy keluar dgn pertanyaan: ini masalahnya apa sih?",durasi film alur datar stlh criticaleleven selesai,True
93,0,Ternyata ending film kamar 207 jelekk,ending film kamar 207 jelekk,True
46,0,jadi gue nonton The Mummy ini karena seseorang bilang film nya bagus. tapi kemudian setelah keluar dari bioskop merasa menyesal...,nonton mummy bilang film bagus bioskop sesal,True
181,1,nah ini. coba nonton filmnya deh. asik parah ,coba nonton film asik parah,True
95,0,Kurang suka sama film #pesbukers cewe2 terllu terbuka penampilannya. Kurang baik klo di tonton anak kecil,suka film pesbukers cewe2 terllu buka tampil klo tonton anak,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
188,1,Kmrn nonton film THE GUYS di situ bener2 ngerasain bgt bahwa sahabat lebih dari segala2''y knapa bang kalau bkn film sllu keren @radityadika,kmrn nonton film situ bener2 ngerasain sahabat segala2 y knapa bkn film keren,True
116,1,"Bertambah lagi film Indonesia yang bakal jadi favorite. Ya, #CriticalEleven setelah baca buku & nonton. Gak kecewa. Sama2 Bagus @ikanatassa",tambah film indonesia favorite criticaleleven baca buku nonton gak kecewa sama2 bagus,True
